payment_date,acc_id,sms_volume,product_name,amount,uid,credit_type
2022-08-24,ACC_08893,0,Email Basic,500,PAY_00037435,Email
2022-08-24,ACC_03546,5000,SMS M,1500,PAY_00014991,SMS
2022-08-25,ACC_09057,0,Email Pro,990,PAY_00038135,Email
2022-08-25,ACC_06378,0,Email Basic,500,PAY_00026852,Email
2022-08-25,ACC_02293,10000,SMS L,2800,PAY_00009756,SMS
2022-08-25,ACC_03666,5000,SMS M,1500,PAY_00015513,SMS
2022-08-25,ACC_03834,10000,SMS L,2800,PAY_00016173,SMS
2022-08-25,ACC_09360,0,Email Basic,500,PAY_00039419,Email
2022-08-25,ACC_04026,10000,SMS L,2800,PAY_00016981,SMS
2022-08-25,ACC_08660,50000,SMS Enterprise,12000,PAY_00036451,SMS
2022-08-25,ACC_06022,50000,SMS Enterprise,12000,PAY_00025352,SMS
2022-08-25,ACC_08923,1000,SMS S,350,PAY_00037561,SMS
2022-08-26,ACC_04560,50000,SMS Enterprise,12000,PAY_00019240,SMS
2022-08-26,ACC_02824,1000,SMS S,350,PAY_00012055,SMS
2022-08-26,ACC_00680,50000,SMS Enterprise,12000,PAY_00002835,SMS
2022-08-26,ACC_00076,0,Email Pro,990,PAY_00000325,Email
2022-08-26,ACC_09835,10000,SMS L,2800,PAY_00041415,SMS
2022-08-26,ACC_01656,0,Email Pro,990,PAY_00006967,Email
2022-08-26,ACC_07266,0,Email Pro,990,PAY_00030548,Email
2022-08-26,ACC_03483,50000,SMS Enterprise,12000,PAY_00014743,SMS
2022-08-26,ACC_03338,0,Email Pro,990,PAY_00014174,Email
2022-08-26,ACC_07835,0,Email Basic,500,PAY_00032898,Email
2022-08-26,ACC_02200,5000,SMS M,1500,PAY_00009338,SMS
2022-08-26,ACC_01119,1000,SMS S,350,PAY_00004649,SMS
2022-08-27,ACC_03532,5000,SMS M,1500,PAY_00014945,SMS
2022-08-27,ACC_02157,50000,SMS Enterprise,12000,PAY_00009160,SMS
2022-08-27,ACC_07367,5000,SMS M,1500,PAY_00030938,SMS
2022-08-27,ACC_07167,5000,SMS M,1500,PAY_00030125,SMS
2022-08-27,ACC_07167,5000,SMS M,1500,PAY_00030127,SMS
2022-08-27,ACC_04183,50000,SMS Enterprise,12000,PAY_00017639,SMS
2022-08-27,ACC_02517,1000,SMS S,350,PAY_00010754,SMS
2022-08-27,ACC_04581,5000,SMS M,1500,PAY_00019320,SMS
2022-08-27,ACC_09082,50000,SMS Enterprise,12000,PAY_00038227,SMS
2022-08-27,ACC_06943,1000,SMS S,350,PAY_00029218,SMS
2022-08-27,ACC_04733,10000,SMS L,2800,PAY_00019962,SMS
2022-08-27,ACC_00098,0,Email Pro,990,PAY_00000423,Email
2022-08-27,ACC_03282,1000,SMS S,350,PAY_00013953,SMS
2022-08-27,ACC_02261,0,Email Pro,990,PAY_00009599,Email
2022-08-27,ACC_06855,0,Email Basic,500,PAY_00028860,Email
2022-08-27,ACC_02556,5000,SMS M,1500,PAY_00010914,SMS
2022-08-27,ACC_01943,1000,SMS S,350,PAY_00008236,SMS
2022-08-27,ACC_07742,1000,SMS S,350,PAY_00032486,SMS
2022-08-28,ACC_08670,1000,SMS S,350,PAY_00036493,SMS
2022-08-28,ACC_05189,5000,SMS M,1500,PAY_00021841,SMS
2022-08-28,ACC_05925,5000,SMS M,1500,PAY_00024931,SMS
2022-08-28,ACC_01819,0,Email Basic,500,PAY_00007695,Email
2022-08-28,ACC_04114,5000,SMS M,1500,PAY_00017345,SMS
2022-08-28,ACC_05853,10000,SMS L,2800,PAY_00024676,SMS
2022-08-28,ACC_05805,50000,SMS Enterprise,12000,PAY_00024430,SMS
2022-08-28,ACC_08313,50000,SMS Enterprise,12000,PAY_00034977,SMS
2022-08-28,ACC_00890,10000,SMS L,2800,PAY_00003683,SMS
2022-08-28,ACC_08627,5000,SMS M,1500,PAY_00036284,SMS
2022-08-28,ACC_05948,5000,SMS M,1500,PAY_00025025,SMS
2022-08-29,ACC_08112,0,Email Basic,500,PAY_00034118,Email
2022-08-29,ACC_00851,0,Email Pro,990,PAY_00003521,Email
2022-08-29,ACC_02205,1000,SMS S,350,PAY_00009363,SMS
2022-08-29,ACC_07173,50000,SMS Enterprise,12000,PAY_00030161,SMS
2022-08-29,ACC_03900,1000,SMS S,350,PAY_00016450,SMS
2022-08-29,ACC_08099,0,Email Pro,990,PAY_00034061,Email
2022-08-29,ACC_09763,1000,SMS S,350,PAY_00041103,SMS
2022-08-29,ACC_08291,0,Email Basic,500,PAY_00034886,Email
2022-08-30,ACC_01566,50000,SMS Enterprise,12000,PAY_00006571,SMS
2022-08-30,ACC_03619,0,Email Pro,990,PAY_00015318,Email
2022-08-30,ACC_01146,10000,SMS L,2800,PAY_00004750,SMS
2022-08-30,ACC_01906,1000,SMS S,350,PAY_00008076,SMS
2022-08-30,ACC_07014,10000,SMS L,2800,PAY_00029521,SMS
2022-08-30,ACC_07693,5000,SMS M,1500,PAY_00032284,SMS
2022-08-30,ACC_06121,0,Email Pro,990,PAY_00025756,Email
2022-08-30,ACC_03887,0,Email Basic,500,PAY_00016394,Email
2022-08-30,ACC_03297,10000,SMS L,2800,PAY_00014005,SMS
2022-08-30,ACC_09766,10000,SMS L,2800,PAY_00041117,SMS
2022-08-30,ACC_03210,0,Email Basic,500,PAY_00013647,Email
2022-08-30,ACC_02520,5000,SMS M,1500,PAY_00010763,SMS
2022-08-30,ACC_04407,50000,SMS Enterprise,12000,PAY_00018609,SMS
2022-08-30,ACC_03131,1000,SMS S,350,PAY_00013327,SMS
2022-08-30,ACC_05940,0,Email Basic,500,PAY_00024990,Email
2022-08-31,ACC_01226,1000,SMS S,350,PAY_00005093,SMS
2022-08-31,ACC_00445,10000,SMS L,2800,PAY_00001866,SMS
2022-08-31,ACC_04830,0,Email Basic,500,PAY_00020402,Email
2022-08-31,ACC_00551,0,Email Pro,990,PAY_00002300,Email
2022-08-31,ACC_01249,10000,SMS L,2800,PAY_00005188,SMS
2022-08-31,ACC_04709,0,Email Pro,990,PAY_00019863,Email
2022-08-31,ACC_04898,0,Email Pro,990,PAY_00020664,Email
2022-08-31,ACC_07978,5000,SMS M,1500,PAY_00033561,SMS
2022-08-31,ACC_07746,1000,SMS S,350,PAY_00032512,SMS
2022-08-31,ACC_06419,5000,SMS M,1500,PAY_00027033,SMS
2022-08-31,ACC_03338,1000,SMS S,350,PAY_00014173,SMS
2022-09-01,ACC_07100,0,Email Pro,990,PAY_00029866,Email
2022-09-01,ACC_03758,0,Email Basic,500,PAY_00015859,Email
2022-09-01,ACC_08131,0,Email Basic,500,PAY_00034192,Email
2022-09-01,ACC_03081,1000,SMS S,350,PAY_00013118,SMS
2022-09-01,ACC_04598,50000,SMS Enterprise,12000,PAY_00019400,SMS
2022-09-01,ACC_03834,10000,SMS L,2800,PAY_00016177,SMS
2022-09-01,ACC_03585,0,Email Basic,500,PAY_00015169,Email
2022-09-01,ACC_08914,0,Email Basic,500,PAY_00037521,Email
2022-09-01,ACC_06516,5000,SMS M,1500,PAY_00027391,SMS
2022-09-01,ACC_07670,10000,SMS L,2800,PAY_00032195,SMS
2022-09-01,ACC_07507,0,Email Pro,990,PAY_00031517,Email
2022-09-01,ACC_03495,10000,SMS L,2800,PAY_00014791,SMS
2022-09-01,ACC_07053,50000,SMS Enterprise,12000,PAY_00029675,SMS
2022-09-01,ACC_08067,5000,SMS M,1500,PAY_00033918,SMS
2022-09-02,ACC_08696,0,Email Basic,500,PAY_00036610,Email
2022-09-02,ACC_01501,1000,SMS S,350,PAY_00006290,SMS
2022-09-02,ACC_02951,0,Email Pro,990,PAY_00012590,Email
2022-09-02,ACC_00732,50000,SMS Enterprise,12000,PAY_00003037,SMS
2022-09-02,ACC_01414,50000,SMS Enterprise,12000,PAY_00005933,SMS
2022-09-02,ACC_05158,10000,SMS L,2800,PAY_00021705,SMS
2022-09-02,ACC_03079,1000,SMS S,350,PAY_00013103,SMS
2022-09-02,ACC_03971,0,Email Basic,500,PAY_00016746,Email
2022-09-02,ACC_06211,1000,SMS S,350,PAY_00026145,SMS
2022-09-02,ACC_09077,0,Email Pro,990,PAY_00038209,Email
2022-09-02,ACC_08512,0,Email Pro,990,PAY_00035801,Email
2022-09-02,ACC_03243,5000,SMS M,1500,PAY_00013780,SMS
2022-09-02,ACC_05562,0,Email Pro,990,PAY_00023417,Email
2022-09-02,ACC_00119,0,Email Pro,990,PAY_00000523,Email
2022-09-02,ACC_02705,0,Email Basic,500,PAY_00011551,Email
2022-09-03,ACC_02309,0,Email Pro,990,PAY_00009833,Email
2022-09-03,ACC_04698,10000,SMS L,2800,PAY_00019811,SMS
2022-09-03,ACC_06503,5000,SMS M,1500,PAY_00027348,SMS
2022-09-03,ACC_06976,0,Email Pro,990,PAY_00029349,Email
2022-09-03,ACC_06969,50000,SMS Enterprise,12000,PAY_00029328,SMS
2022-09-03,ACC_02449,10000,SMS L,2800,PAY_00010469,SMS
2022-09-03,ACC_03193,0,Email Basic,500,PAY_00013589,Email
2022-09-03,ACC_06163,10000,SMS L,2800,PAY_00025942,SMS
2022-09-03,ACC_05820,0,Email Pro,990,PAY_00024507,Email
2022-09-03,ACC_05003,50000,SMS Enterprise,12000,PAY_00021085,SMS
2022-09-03,ACC_05033,50000,SMS Enterprise,12000,PAY_00021232,SMS
2022-09-03,ACC_01627,0,Email Basic,500,PAY_00006827,Email
2022-09-03,ACC_09846,10000,SMS L,2800,PAY_00041465,SMS
2022-09-03,ACC_08358,5000,SMS M,1500,PAY_00035170,SMS
2022-09-03,ACC_00860,50000,SMS Enterprise,12000,PAY_00003555,SMS
2022-09-03,ACC_08456,50000,SMS Enterprise,12000,PAY_00035565,SMS
2022-09-03,ACC_01122,0,Email Pro,990,PAY_00004659,Email
2022-09-03,ACC_08955,0,Email Basic,500,PAY_00037690,Email
2022-09-03,ACC_00457,5000,SMS M,1500,PAY_00001918,SMS
2022-09-03,ACC_08842,10000,SMS L,2800,PAY_00037224,SMS
2022-09-03,ACC_09734,5000,SMS M,1500,PAY_00040963,SMS
2022-09-03,ACC_00238,1000,SMS S,350,PAY_00001041,SMS
2022-09-03,ACC_09506,1000,SMS S,350,PAY_00040026,SMS
2022-09-03,ACC_09826,5000,SMS M,1500,PAY_00041369,SMS
2022-09-04,ACC_01068,0,Email Pro,990,PAY_00004445,Email
2022-09-04,ACC_00623,0,Email Basic,500,PAY_00002603,Email
2022-09-04,ACC_07042,50000,SMS Enterprise,12000,PAY_00029633,SMS
2022-09-04,ACC_04508,0,Email Basic,500,PAY_00019035,Email
2022-09-04,ACC_07036,5000,SMS M,1500,PAY_00029614,SMS
2022-09-04,ACC_02866,0,Email Pro,990,PAY_00012227,Email
2022-09-04,ACC_04555,1000,SMS S,350,PAY_00019219,SMS
2022-09-04,ACC_08923,50000,SMS Enterprise,12000,PAY_00037564,SMS
2022-09-04,ACC_02734,1000,SMS S,350,PAY_00011675,SMS
2022-09-04,ACC_06644,50000,SMS Enterprise,12000,PAY_00027938,SMS
2022-09-04,ACC_00717,0,Email Basic,500,PAY_00002982,Email
2022-09-04,ACC_01816,5000,SMS M,1500,PAY_00007675,SMS
2022-09-04,ACC_00679,1000,SMS S,350,PAY_00002828,SMS
2022-09-04,ACC_06168,10000,SMS L,2800,PAY_00025959,SMS
2022-09-04,ACC_00941,0,Email Pro,990,PAY_00003923,Email
2022-09-04,ACC_05927,5000,SMS M,1500,PAY_00024936,SMS
2022-09-05,ACC_02201,0,Email Pro,990,PAY_00009345,Email
2022-09-05,ACC_07774,1000,SMS S,350,PAY_00032618,SMS
2022-09-05,ACC_01326,1000,SMS S,350,PAY_00005533,SMS
2022-09-05,ACC_08170,10000,SMS L,2800,PAY_00034373,SMS
2022-09-05,ACC_03403,0,Email Basic,500,PAY_00014420,Email
2022-09-05,ACC_09990,10000,SMS L,2800,PAY_00042060,SMS
2022-09-05,ACC_07454,5000,SMS M,1500,PAY_00031298,SMS
2022-09-05,ACC_00551,1000,SMS S,350,PAY_00002303,SMS
2022-09-05,ACC_00037,1000,SMS S,350,PAY_00000151,SMS
2022-09-05,ACC_09554,0,Email Pro,990,PAY_00040222,Email
2022-09-05,ACC_04270,1000,SMS S,350,PAY_00018011,SMS
2022-09-06,ACC_04406,50000,SMS Enterprise,12000,PAY_00018602,SMS
2022-09-06,ACC_03352,0,Email Pro,990,PAY_00014237,Email
2022-09-06,ACC_05879,5000,SMS M,1500,PAY_00024749,SMS
2022-09-06,ACC_03238,5000,SMS M,1500,PAY_00013758,SMS
2022-09-06,ACC_03234,1000,SMS S,350,PAY_00013746,SMS
2022-09-06,ACC_01456,50000,SMS Enterprise,12000,PAY_00006123,SMS
2022-09-06,ACC_03378,10000,SMS L,2800,PAY_00014324,SMS
2022-09-06,ACC_04514,0,Email Basic,500,PAY_00019062,Email
2022-09-06,ACC_00640,50000,SMS Enterprise,12000,PAY_00002670,SMS
2022-09-06,ACC_00880,0,Email Pro,990,PAY_00003645,Email
2022-09-06,ACC_09883,1000,SMS S,350,PAY_00041593,SMS
2022-09-06,ACC_01201,0,Email Pro,990,PAY_00004984,Email
2022-09-07,ACC_09325,0,Email Pro,990,PAY_00039260,Email
2022-09-07,ACC_00742,5000,SMS M,1500,PAY_00003085,SMS
2022-09-07,ACC_07727,0,Email Pro,990,PAY_00032432,Email
2022-09-07,ACC_03443,1000,SMS S,350,PAY_00014593,SMS
2022-09-07,ACC_07232,1000,SMS S,350,PAY_00030396,SMS
2022-09-07,ACC_07629,0,Email Pro,990,PAY_00032026,Email
2022-09-07,ACC_05592,50000,SMS Enterprise,12000,PAY_00023547,SMS
2022-09-07,ACC_02514,1000,SMS S,350,PAY_00010745,SMS
2022-09-07,ACC_08877,50000,SMS Enterprise,12000,PAY_00037363,SMS
2022-09-07,ACC_07342,50000,SMS Enterprise,12000,PAY_00030841,SMS
2022-09-07,ACC_08628,10000,SMS L,2800,PAY_00036289,SMS
2022-09-08,ACC_04863,10000,SMS L,2800,PAY_00020509,SMS
2022-09-08,ACC_03352,0,Email Pro,990,PAY_00014235,Email
2022-09-08,ACC_00393,5000,SMS M,1500,PAY_00001655,SMS
2022-09-08,ACC_03093,1000,SMS S,350,PAY_00013164,SMS
2022-09-08,ACC_07882,0,Email Pro,990,PAY_00033105,Email
2022-09-08,ACC_09882,0,Email Basic,500,PAY_00041591,Email
2022-09-08,ACC_02800,5000,SMS M,1500,PAY_00011952,SMS
2022-09-08,ACC_08461,1000,SMS S,350,PAY_00035588,SMS
2022-09-08,ACC_04224,0,Email Pro,990,PAY_00017824,Email
2022-09-08,ACC_09159,1000,SMS S,350,PAY_00038568,SMS
2022-09-08,ACC_09191,5000,SMS M,1500,PAY_00038697,SMS
2022-09-08,ACC_09077,10000,SMS L,2800,PAY_00038205,SMS
2022-09-08,ACC_05509,10000,SMS L,2800,PAY_00023184,SMS
2022-09-08,ACC_07286,1000,SMS S,350,PAY_00030638,SMS
2022-09-08,ACC_05571,50000,SMS Enterprise,12000,PAY_00023459,SMS
2022-09-08,ACC_03131,5000,SMS M,1500,PAY_00013325,SMS
2022-09-08,ACC_04478,5000,SMS M,1500,PAY_00018902,SMS
2022-09-08,ACC_06883,0,Email Basic,500,PAY_00028985,Email
2022-09-08,ACC_02662,0,Email Basic,500,PAY_00011375,Email
2022-09-08,ACC_08959,50000,SMS Enterprise,12000,PAY_00037706,SMS
2022-09-08,ACC_01223,0,Email Pro,990,PAY_00005083,Email
2022-09-08,ACC_08131,1000,SMS S,350,PAY_00034191,SMS
2022-09-08,ACC_03606,5000,SMS M,1500,PAY_00015263,SMS
2022-09-08,ACC_09506,0,Email Basic,500,PAY_00040032,Email
2022-09-08,ACC_03378,5000,SMS M,1500,PAY_00014326,SMS
2022-09-09,ACC_09610,0,Email Basic,500,PAY_00040439,Email
2022-09-09,ACC_00293,50000,SMS Enterprise,12000,PAY_00001269,SMS
2022-09-09,ACC_02099,5000,SMS M,1500,PAY_00008931,SMS
2022-09-09,ACC_00102,0,Email Basic,500,PAY_00000438,Email
2022-09-09,ACC_03388,10000,SMS L,2800,PAY_00014356,SMS
2022-09-09,ACC_06551,0,Email Pro,990,PAY_00027542,Email
2022-09-09,ACC_05446,5000,SMS M,1500,PAY_00022926,SMS
2022-09-09,ACC_04276,0,Email Pro,990,PAY_00018030,Email
2022-09-09,ACC_02077,10000,SMS L,2800,PAY_00008829,SMS
2022-09-09,ACC_02784,5000,SMS M,1500,PAY_00011875,SMS
2022-09-09,ACC_04885,1000,SMS S,350,PAY_00020613,SMS
2022-09-09,ACC_01521,5000,SMS M,1500,PAY_00006367,SMS
2022-09-09,ACC_09905,5000,SMS M,1500,PAY_00041690,SMS
2022-09-10,ACC_00664,1000,SMS S,350,PAY_00002761,SMS
2022-09-10,ACC_06303,1000,SMS S,350,PAY_00026541,SMS
2022-09-10,ACC_06663,50000,SMS Enterprise,12000,PAY_00028024,SMS
2022-09-10,ACC_00552,0,Email Pro,990,PAY_00002306,Email
2022-09-10,ACC_09191,10000,SMS L,2800,PAY_00038696,SMS
2022-09-10,ACC_03097,5000,SMS M,1500,PAY_00013180,SMS
2022-09-10,ACC_05942,1000,SMS S,350,PAY_00024999,SMS
2022-09-11,ACC_00185,1000,SMS S,350,PAY_00000796,SMS
2022-09-11,ACC_08170,10000,SMS L,2800,PAY_00034369,SMS
2022-09-11,ACC_03613,0,Email Pro,990,PAY_00015299,Email
2022-09-11,ACC_08777,50000,SMS Enterprise,12000,PAY_00036950,SMS
2022-09-11,ACC_01426,0,Email Basic,500,PAY_00005989,Email
2022-09-11,ACC_08614,0,Email Basic,500,PAY_00036237,Email
2022-09-11,ACC_03841,1000,SMS S,350,PAY_00016203,SMS
2022-09-11,ACC_01248,5000,SMS M,1500,PAY_00005186,SMS
2022-09-11,ACC_03458,10000,SMS L,2800,PAY_00014657,SMS
2022-09-11,ACC_08842,0,Email Basic,500,PAY_00037223,Email
2022-09-11,ACC_02752,10000,SMS L,2800,PAY_00011746,SMS
2022-09-11,ACC_03097,10000,SMS L,2800,PAY_00013179,SMS
2022-09-11,ACC_06301,0,Email Pro,990,PAY_00026528,Email
2022-09-11,ACC_05819,0,Email Pro,990,PAY_00024499,Email
2022-09-12,ACC_07384,1000,SMS S,350,PAY_00031000,SMS
2022-09-12,ACC_08829,1000,SMS S,350,PAY_00037144,SMS
2022-09-12,ACC_00424,0,Email Pro,990,PAY_00001784,Email
2022-09-12,ACC_01153,0,Email Basic,500,PAY_00004774,Email
2022-09-12,ACC_02446,0,Email Pro,990,PAY_00010451,Email
2022-09-13,ACC_01355,1000,SMS S,350,PAY_00005660,SMS
2022-09-13,ACC_03887,5000,SMS M,1500,PAY_00016393,SMS
2022-09-13,ACC_05523,0,Email Basic,500,PAY_00023252,Email
2022-09-13,ACC_09183,1000,SMS S,350,PAY_00038674,SMS
2022-09-13,ACC_08743,50000,SMS Enterprise,12000,PAY_00036803,SMS
2022-09-13,ACC_03769,50000,SMS Enterprise,12000,PAY_00015910,SMS
2022-09-13,ACC_07082,0,Email Basic,500,PAY_00029790,Email
2022-09-13,ACC_03738,50000,SMS Enterprise,12000,PAY_00015760,SMS
2022-09-13,ACC_01899,50000,SMS Enterprise,12000,PAY_00008045,SMS
2022-09-13,ACC_06983,1000,SMS S,350,PAY_00029390,SMS
2022-09-13,ACC_05299,1000,SMS S,350,PAY_00022335,SMS
2022-09-13,ACC_09506,0,Email Pro,990,PAY_00040028,Email
2022-09-13,ACC_03676,50000,SMS Enterprise,12000,PAY_00015544,SMS
2022-09-13,ACC_03738,0,Email Basic,500,PAY_00015762,Email
2022-09-13,ACC_00031,0,Email Pro,990,PAY_00000121,Email
2022-09-13,ACC_01620,10000,SMS L,2800,PAY_00006798,SMS
2022-09-14,ACC_01601,50000,SMS Enterprise,12000,PAY_00006716,SMS
2022-09-14,ACC_09145,10000,SMS L,2800,PAY_00038507,SMS
2022-09-14,ACC_02410,0,Email Basic,500,PAY_00010292,Email
2022-09-14,ACC_03771,0,Email Basic,500,PAY_00015921,Email
2022-09-14,ACC_04231,10000,SMS L,2800,PAY_00017856,SMS
2022-09-14,ACC_03324,10000,SMS L,2800,PAY_00014120,SMS
2022-09-14,ACC_00119,1000,SMS S,350,PAY_00000524,SMS
2022-09-14,ACC_00569,10000,SMS L,2800,PAY_00002388,SMS
2022-09-14,ACC_01547,0,Email Pro,990,PAY_00006486,Email
2022-09-15,ACC_07236,50000,SMS Enterprise,12000,PAY_00030407,SMS
2022-09-15,ACC_01985,5000,SMS M,1500,PAY_00008423,SMS
2022-09-15,ACC_09926,1000,SMS S,350,PAY_00041797,SMS
2022-09-15,ACC_01817,50000,SMS Enterprise,12000,PAY_00007683,SMS
2022-09-15,ACC_05438,50000,SMS Enterprise,12000,PAY_00022896,SMS
2022-09-15,ACC_04874,0,Email Basic,500,PAY_00020559,Email
2022-09-15,ACC_03204,1000,SMS S,350,PAY_00013622,SMS
2022-09-15,ACC_08088,10000,SMS L,2800,PAY_00034019,SMS
2022-09-15,ACC_00504,10000,SMS L,2800,PAY_00002103,SMS
2022-09-15,ACC_09758,5000,SMS M,1500,PAY_00041068,SMS
2022-09-15,ACC_09792,10000,SMS L,2800,PAY_00041214,SMS
2022-09-16,ACC_03808,0,Email Pro,990,PAY_00016070,Email
2022-09-16,ACC_09755,10000,SMS L,2800,PAY_00041046,SMS
2022-09-16,ACC_04615,0,Email Pro,990,PAY_00019481,Email
2022-09-16,ACC_05941,1000,SMS S,350,PAY_00024992,SMS
2022-09-16,ACC_04199,1000,SMS S,350,PAY_00017708,SMS
2022-09-16,ACC_04521,50000,SMS Enterprise,12000,PAY_00019090,SMS
2022-09-16,ACC_03813,10000,SMS L,2800,PAY_00016090,SMS
2022-09-16,ACC_05959,50000,SMS Enterprise,12000,PAY_00025072,SMS
2022-09-16,ACC_04326,50000,SMS Enterprise,12000,PAY_00018238,SMS
2022-09-16,ACC_04412,0,Email Pro,990,PAY_00018635,Email
2022-09-16,ACC_02378,5000,SMS M,1500,PAY_00010143,SMS
2022-09-16,ACC_05194,1000,SMS S,350,PAY_00021858,SMS
2022-09-16,ACC_07320,0,Email Pro,990,PAY_00030770,Email
2022-09-16,ACC_00552,0,Email Pro,990,PAY_00002307,Email
2022-09-16,ACC_04839,5000,SMS M,1500,PAY_00020432,SMS
2022-09-16,ACC_09445,0,Email Pro,990,PAY_00039788,Email
2022-09-16,ACC_09481,5000,SMS M,1500,PAY_00039944,SMS
2022-09-16,ACC_07198,5000,SMS M,1500,PAY_00030264,SMS
2022-09-16,ACC_07758,50000,SMS Enterprise,12000,PAY_00032566,SMS
2022-09-17,ACC_07406,5000,SMS M,1500,PAY_00031093,SMS
2022-09-17,ACC_01812,1000,SMS S,350,PAY_00007663,SMS
2022-09-17,ACC_05887,0,Email Basic,500,PAY_00024782,Email
2022-09-17,ACC_08920,0,Email Pro,990,PAY_00037551,Email
2022-09-17,ACC_05109,0,Email Pro,990,PAY_00021529,Email
2022-09-17,ACC_04407,5000,SMS M,1500,PAY_00018606,SMS
2022-09-17,ACC_06877,0,Email Basic,500,PAY_00028954,Email
2022-09-17,ACC_00475,0,Email Pro,990,PAY_00001996,Email
2022-09-17,ACC_02181,10000,SMS L,2800,PAY_00009265,SMS
2022-09-17,ACC_01851,10000,SMS L,2800,PAY_00007832,SMS
2022-09-18,ACC_05925,0,Email Pro,990,PAY_00024933,Email
2022-09-18,ACC_07515,10000,SMS L,2800,PAY_00031551,SMS
2022-09-18,ACC_08051,5000,SMS M,1500,PAY_00033853,SMS
2022-09-18,ACC_01153,0,Email Pro,990,PAY_00004775,Email
2022-09-18,ACC_01123,50000,SMS Enterprise,12000,PAY_00004665,SMS
2022-09-18,ACC_02188,1000,SMS S,350,PAY_00009293,SMS
2022-09-18,ACC_07077,5000,SMS M,1500,PAY_00029769,SMS
2022-09-18,ACC_02086,50000,SMS Enterprise,12000,PAY_00008865,SMS
2022-09-18,ACC_00668,50000,SMS Enterprise,12000,PAY_00002784,SMS
2022-09-19,ACC_01105,0,Email Pro,990,PAY_00004599,Email
2022-09-19,ACC_06244,10000,SMS L,2800,PAY_00026269,SMS
2022-09-19,ACC_03094,10000,SMS L,2800,PAY_00013171,SMS
2022-09-19,ACC_08630,5000,SMS M,1500,PAY_00036301,SMS
2022-09-19,ACC_07064,10000,SMS L,2800,PAY_00029722,SMS
2022-09-19,ACC_02889,5000,SMS M,1500,PAY_00012331,SMS
2022-09-19,ACC_03681,0,Email Basic,500,PAY_00015561,Email
2022-09-19,ACC_00733,10000,SMS L,2800,PAY_00003040,SMS
2022-09-20,ACC_01772,1000,SMS S,350,PAY_00007486,SMS
2022-09-20,ACC_03398,0,Email Pro,990,PAY_00014396,Email
2022-09-20,ACC_05900,10000,SMS L,2800,PAY_00024839,SMS
2022-09-20,ACC_04390,1000,SMS S,350,PAY_00018518,SMS
2022-09-21,ACC_06603,5000,SMS M,1500,PAY_00027771,SMS
2022-09-21,ACC_04224,0,Email Basic,500,PAY_00017828,Email
2022-09-21,ACC_06970,10000,SMS L,2800,PAY_00029329,SMS
2022-09-21,ACC_09563,50000,SMS Enterprise,12000,PAY_00040256,SMS
2022-09-21,ACC_02919,10000,SMS L,2800,PAY_00012453,SMS
2022-09-21,ACC_05801,0,Email Basic,500,PAY_00024417,Email
2022-09-21,ACC_05570,0,Email Pro,990,PAY_00023451,Email
2022-09-21,ACC_07065,0,Email Pro,990,PAY_00029723,Email
2022-09-21,ACC_02255,0,Email Basic,500,PAY_00009570,Email
2022-09-21,ACC_08885,5000,SMS M,1500,PAY_00037397,SMS
2022-09-21,ACC_02898,5000,SMS M,1500,PAY_00012371,SMS
2022-09-22,ACC_03669,1000,SMS S,350,PAY_00015522,SMS
2022-09-22,ACC_05571,0,Email Pro,990,PAY_00023456,Email
2022-09-22,ACC_06504,50000,SMS Enterprise,12000,PAY_00027352,SMS
2022-09-22,ACC_04679,10000,SMS L,2800,PAY_00019731,SMS
2022-09-22,ACC_07435,10000,SMS L,2800,PAY_00031210,SMS
2022-09-22,ACC_08596,1000,SMS S,350,PAY_00036160,SMS
2022-09-22,ACC_02299,10000,SMS L,2800,PAY_00009785,SMS
2022-09-22,ACC_08777,1000,SMS S,350,PAY_00036952,SMS
2022-09-22,ACC_06525,50000,SMS Enterprise,12000,PAY_00027436,SMS
2022-09-22,ACC_06111,0,Email Basic,500,PAY_00025710,Email
2022-09-22,ACC_02309,10000,SMS L,2800,PAY_00009830,SMS
2022-09-22,ACC_05292,0,Email Basic,500,PAY_00022303,Email
2022-09-23,ACC_01349,0,Email Basic,500,PAY_00005628,Email
2022-09-23,ACC_04749,0,Email Pro,990,PAY_00020026,Email
2022-09-23,ACC_02951,50000,SMS Enterprise,12000,PAY_00012586,SMS
2022-09-23,ACC_09351,50000,SMS Enterprise,12000,PAY_00039379,SMS
2022-09-23,ACC_03188,0,Email Basic,500,PAY_00013559,Email
2022-09-23,ACC_04058,50000,SMS Enterprise,12000,PAY_00017125,SMS
2022-09-23,ACC_03969,50000,SMS Enterprise,12000,PAY_00016732,SMS
2022-09-23,ACC_08081,10000,SMS L,2800,PAY_00033978,SMS
2022-09-23,ACC_03109,0,Email Basic,500,PAY_00013238,Email
2022-09-23,ACC_07855,5000,SMS M,1500,PAY_00032993,SMS
2022-09-23,ACC_02315,0,Email Basic,500,PAY_00009863,Email
2022-09-23,ACC_03012,0,Email Basic,500,PAY_00012841,Email
2022-09-23,ACC_09447,0,Email Basic,500,PAY_00039801,Email
2022-09-24,ACC_01303,5000,SMS M,1500,PAY_00005420,SMS
2022-09-24,ACC_06221,10000,SMS L,2800,PAY_00026181,SMS
2022-09-24,ACC_04703,0,Email Pro,990,PAY_00019837,Email
